,distance_km,fare_per_km,day_of_week,year,hour,fare_amount
207,0.2630230396164467,14.013928501751547,1,2009,23,3.7
208,1.0843264058702755,5.067599913032423,1,2013,7,5.5
209,1.1339639614584733,5.374619994243042,5,2010,19,6.1
210,3.066968595549588,2.7705629100409133,6,2011,0,8.5
211,0.8447879467847005,4.847550754992818,2,2010,16,4.1
212,2.4567303881601017,3.2550356371631692,4,2015,17,8.0
213,1.9441282991504945,4.883996600198035,5,2013,18,9.5
214,7.7486482543894635,2.258167006494502,1,2009,18,17.5
215,0.7549463978280366,5.423664973839417,0,2009,19,4.1
216,6.340800401734032,2.47563767470625,1,2011,22,15.7
217,1.7484731673924465,3.0294834460933977,6,2009,5,5.3
218,4.615772843385764,2.1010347117027295,2,2010,19,9.7
219,1.7514377249484463,5.07863981315617,5,2012,21,8.9
220,1.9070604598703718,4.978877870906357,3,2013,14,9.5
221,5.0955040732855235,5.7882814525021,1,2014,14,29.5
222,6.88898020535702,2.612489363322821,1,2015,21,18.0
223,10.074405138041094,2.352262730410448,2,2009,9,23.7
224,0.8717589098431497,6.874750784358428,2,2014,10,6.0
225,4.946085236853659,4.8513415174677625,6,2014,12,24.0
226,18.213917877092683,2.734022757392122,6,2012,17,49.8
227,0.8805574307190026,4.197117364188356,6,2009,9,3.7
228,1.4136419949939485,3.463773885788653,5,2012,22,4.9
229,2.1171056720053976,3.635323818716623,4,2011,21,7.7
230,2.396713554128903,3.044567182526569,2,2009,8,7.3
231,1.428890513842054,2.867352402376233,1,2011,22,4.1
232,1.2696816522951435,5.508854233754292,2,2014,22,7.0
233,3.0761080538691283,3.152310490950523,1,2011,21,9.7
234,0.777776683309271,5.7782931826850055,3,2012,13,4.5
235,4.524011276386306,2.7624240552130854,3,2015,8,12.5
236,1.8316384585992311,3.9833279530648515,5,2012,21,7.3
238,0.5878310700387969,6.793119798750511,1,2012,18,4.0
239,2.2671016634316494,3.3949095510779976,1,2011,16,7.7
240,6.109066282333016,2.11127005893533,4,2011,19,12.9
241,1.8301186747611875,4.368913992449643,6,2013,6,8.0
242,1.0320970913885732,6.291761010829514,6,2012,14,6.5
243,3.287281125183714,3.497267892311824,5,2015,21,11.5
244,2.5309548788864404,2.8831477451962164,5,2009,14,7.3
245,2.820714319336463,2.58707975856203,2,2010,6,7.3
246,5.153358154745971,2.7355491366111537,1,2010,15,14.1
247,1.0514557394368378,4.275714247525431,6,2012,21,4.5
248,0.9370347202687204,5.863322413507685,5,2014,19,5.5
249,4.0076157324919,2.220217799341779,3,2009,21,8.9
250,3.407794584431871,4.400382489606655,1,2013,22,15.0
251,0.9069650672102905,4.515592227129608,1,2012,12,4.1
252,3.1957201482771658,3.2846165797962796,1,2015,15,10.5
253,1.855751233786371,4.577888435095538,2,2012,11,8.5
254,1.7816896808136653,4.543696015732223,3,2011,8,8.1
255,3.2893642153446696,2.9480019126040466,5,2009,20,9.7
256,1.1102900259853528,4.4092900011905485,2,2009,15,4.9
257,1.5305966750547555,5.223307238972685,2,2012,9,8.0
258,5.669289630045369,2.416102332305446,3,2012,9,13.7
259,2.0619516487367537,5.089794521567999,1,2015,20,10.5
260,2.964787207618063,3.540375375896557,3,2009,18,10.5
261,1.37439119863637,8.724790453725012,3,2014,11,12.0
262,1.4867873316830493,3.360695371927777,5,2014,1,5.0
263,2.615256304607202,2.7902465011339945,5,2010,9,7.3
264,5.307339210348947,3.2025082283470905,2,2014,0,17.0
265,2.0551270047297665,3.404458957981537,1,2013,22,7.0
266,2.913775111717478,2.504481381995405,0,2011,20,7.3
267,2.2854336229377803,3.367690154112791,6,2010,14,7.7
268,6.862146431500417,3.4969383561226355,0,2013,17,24.0
269,1.1321098421075944,4.3243821718871995,0,2012,6,4.9
270,3.8980643064935903,3.3341332632933254,6,2012,20,13.0
271,1.3483004540015666,4.076186281334798,6,2014,10,5.5
272,1.8778521168502242,3.0337672395183963,4,2011,15,5.7
273,2.7086127461385794,3.4322247757556,1,2012,8,9.3
274,2.849660131367168,2.28017360908002,4,2009,19,6.5
275,0.7502259308508177,6.655787286704998,2,2015,7,5.0
276,7.816854975491772,2.174509511022317,4,2013,0,17.0
277,0.8197169165531962,6.701458065588085,4,2013,7,5.5
278,0.637783187568734,7.6708343227532945,1,2010,22,4.9
279,6.019992146736847,3.8199684436501284,4,2013,17,23.0
280,1.0740364899145673,6.976507374736668,0,2014,12,7.5
281,1.2700700374569274,3.855019672876245,1,2012,18,4.9
282,2.9734034401985547,3.1939177690588716,1,2015,11,9.5
283,3.0116147920135834,4.647125824753262,6,2014,14,14.0
284,6.815085550014233,2.4794289737112685,6,2012,19,16.9
285,2.3117681592280888,2.63753198765757,3,2009,12,6.1
286,2.6167108650408415,2.8650987013735705,3,2013,7,7.5
287,3.8605586262495906,3.2370348892359577,2,2014,10,12.5
288,0.8376659220622726,4.769479592260089,1,2015,7,4.0
289,2.2318566446333223,2.911069107648612,6,2009,10,6.5
290,6.870033039426992,2.838001198379654,2,2014,20,19.5
291,2.1701328664295407,3.362299983052145,4,2010,20,7.3
292,2.260245533570669,3.980107364010292,2,2013,19,9.0
293,2.0675428885425866,4.495918383665911,4,2009,17,9.3
294,0.45343004068156095,7.701955607403613,0,2014,17,3.5
295,5.197545351800834,2.250629591208046,1,2009,9,11.7
296,2.050534429744812,3.558312204834914,0,2011,12,7.3
297,0.7906358101792909,6.9476392165159275,2,2013,8,5.5
298,5.633170841548833,2.662326085212656,0,2014,23,15.0
299,1.7345080962077137,3.7453008800150536,3,2014,23,6.5
300,2.9310646591022587,3.1718263685383667,4,2009,17,9.3
301,5.836506418085697,2.5695903225951353,0,2012,23,15.0
302,1.69676275592188,3.8285679063978053,3,2012,13,6.5
303,0.8182452803165237,6.10317827899869,1,2013,0,5.0
304,1.558254498123731,8.65798368146105,1,2013,16,13.5
305,1.9977641638140224,3.2520094754934785,1,2009,9,6.5
306,1.8739592430616279,3.0400660820191745,2,2009,17,5.7
307,10.860483797080812,3.153344482197286,1,2009,10,34.25
308,0.7442516783749616,6.0382286019299585,2,2013,19,4.5
309,2.2216634205992745,3.464312197986291,3,2011,11,7.7
310,9.922346214564953,3.9633808142533153,0,2013,5,39.33
311,1.2482518665688118,4.5627308251742615,3,2011,12,5.7
312,2.7076963816300155,2.842695863670908,5,2009,6,7.7
313,2.15681425811478,4.63431917848977,1,2012,20,10.0
314,2.0354111961964683,3.3883137221439164,4,2009,22,6.9
315,18.975417893835875,2.371364303408252,6,2011,17,45.0
317,1.6792879719299658,4.344493397530708,1,2009,7,7.3
318,0.7726437078664028,5.816631033438309,5,2014,17,4.5
319,6.601001273588086,2.8021806166580054,5,2012,3,18.5
320,2.794748182640361,3.1834054494831725,4,2012,17,8.9
321,0.11662473456151841,41.65790484685236,3,2009,1,4.9
322,7.989963294804828,2.415228213167682,4,2011,0,19.3
323,1.4989314914213383,4.333531256044625,0,2014,17,6.5
324,1.1376001974132999,5.708764160384709,2,2015,10,6.5
325,1.768631576406727,5.933438428647653,2,2012,7,10.5
326,4.043076617608078,3.956403775916444,5,2013,21,16.0
327,6.106378475888705,2.177693760507396,5,2009,4,13.3
328,4.253132968700945,3.643515638565742,0,2014,12,15.5
329,5.328329723185175,2.1953980345969795,6,2011,5,11.7
330,4.279500437979673,2.733325266407918,2,2010,17,11.7
331,2.4309190094703865,2.5083072159251034,6,2011,16,6.1
332,6.173318526640938,2.429417908272472,6,2013,19,15.0
334,3.152673004602956,3.963632241438975,5,2014,22,12.5
335,0.8871533865617451,3.940760743534785,3,2014,6,3.5
336,2.1021187803224657,2.9004543428900877,5,2011,11,6.1
337,0.7016708392612302,6.404136543834924,6,2013,11,4.5
338,3.6039242909497586,3.4674792009866957,2,2013,9,12.5
339,17.181152093458017,2.077737399006759,6,2010,13,35.7
340,1.7752639784781883,4.785324761966048,5,2012,19,8.5
341,2.892455314938483,2.9376641678603965,0,2011,17,8.5
342,0.7123582388742966,5.607280861173112,4,2014,23,4.0
343,0.6329587547560238,5.205385958065978,3,2012,2,3.3
344,5.464886666552504,2.872361056454625,3,2011,17,15.7
345,1.7724901954681087,5.0183530885835355,2,2009,11,8.9
347,0.848050391473813,5.30003877883942,1,2011,13,4.5
348,8.347164009631284,3.5097537573766604,6,2013,20,29.3
349,1.3814764234177208,4.123035954500124,2,2009,22,5.7
350,2.003784831804579,5.237469793977128,4,2013,19,10.5
351,2.8051963320067212,3.563542538325878,1,2015,14,10.0
352,1.2784706662883207,7.268630883878587,3,2010,8,9.3
353,1.6347419897288369,4.46280650972966,1,2009,8,7.3
354,1.1709104013792118,6.826460444915299,0,2014,22,8.0
355,4.172434360901016,2.515913535952467,6,2014,17,10.5
356,2.165961078746152,5.030085730153937,5,2010,16,10.9
357,0.7345049093557242,5.438440925572959,2,2013,5,4.0
358,1.676533378261942,3.1594006227710483,6,2010,12,5.3
359,1.8541170093620831,5.929545114667757,3,2013,20,11.0
360,3.424185644245665,2.4816173144600375,4,2012,19,8.5
361,0.0,10100.0,0,2009,17,10.1
362,2.6136025292117417,2.944998298583234,3,2011,14,7.7
363,0.19864745506307777,25.044145934243296,1,2009,0,5.0
364,0.3303543804390589,20.823626930349317,1,2009,8,6.9
365,1.8324676049519892,4.6360240982946515,2,2011,8,8.5
366,19.646143556405914,2.5347196073071294,0,2011,7,49.8
367,3.770414619529034,1.829552222731124,4,2011,4,6.9
368,1.3649227997441662,7.321057970386741,6,2013,19,10.0
369,2.282314718096799,3.5474741768193727,3,2011,17,8.1
370,2.303596956224808,3.341148212142689,4,2011,20,7.7
371,1.8249615157515897,3.5597683433785376,6,2009,11,6.5
372,1.0888024691132883,12.38756598797597,5,2014,12,13.5
373,2.831060645922549,3.001348156946374,3,2012,15,8.5
374,1.6703799542221531,4.128325209698477,1,2009,15,6.9
375,17.765102857144868,2.420339471506943,0,2015,16,43.0
376,1.9584552291998643,3.3172485408887087,1,2012,8,6.5
377,3.418008322105889,4.59197478359158,6,2009,1,15.7
378,2.463244768079452,2.800046525158142,1,2012,11,6.9
379,4.8558516146941155,2.779578432900143,3,2015,22,13.5
380,1.650257559898209,4.239193309389913,5,2013,14,7.0
381,1.537444614708705,3.1850350367847238,5,2009,6,4.9
382,0.2825599378027148,10.579773797549754,1,2014,17,3.0
383,0.3023112495565748,9.561135646104946,6,2009,13,2.9
384,3.3508800232590463,3.878420441600427,4,2013,4,13.0
385,1.7567159657582374,3.4704128077761434,5,2012,12,6.1
386,3.1399660251977752,3.8523180139263387,3,2010,15,12.1
387,3.8763297477390313,3.5333595260988093,2,2011,18,13.7
388,4.4109768947999335,3.1051839859241244,1,2010,18,13.7
390,1.8870437474802155,2.3834193492633333,2,2012,14,4.5
391,1.8754267410108403,4.103544162801673,3,2011,9,7.7
392,8.981676918718176,2.4491585525197084,4,2013,23,22.0
393,1.795792427591927,4.062795394670885,1,2009,10,7.3
394,0.5878927920839351,6.9622180048955755,5,2009,17,4.1
395,1.3369185040260436,3.961377306653075,3,2012,9,5.3
396,2.2472584882969744,2.891126635942855,3,2009,17,6.5
397,1.2986515625210666,5.001340503443314,3,2014,14,6.5
398,7.314251738097366,2.597313213576671,4,2014,1,19.0
399,3.1837289930871018,3.13998460205135,5,2014,6,10.0
400,2.557923445563547,3.126314706237011,2,2015,8,8.0
401,20.10906567774995,2.8508111767845037,4,2014,14,57.33
402,2.0593281719808725,2.960693389992937,0,2012,6,6.1
403,1.7191102533721345,4.011370774909992,2,2010,18,6.9
404,4.83780843371231,2.252620691503088,1,2009,20,10.9
405,0.689300644079872,8.836729405244757,1,2011,11,6.1
406,0.6487597203396355,5.694412694689624,4,2009,1,3.7
407,2.4077790198451168,5.39692511969649,1,2015,9,13.0
408,3.4855635064245534,2.437930639822675,0,2010,12,8.5
409,4.286426008464891,3.1953904214210036,3,2012,12,13.7
410,2.3513078928385456,3.613472550033828,6,2011,3,8.5
411,1.532139389138959,4.8919231044035385,3,2015,9,7.5
413,1.1877918931639615,4.121831607514318,1,2010,6,4.9
414,4.322649423125438,2.243475141189444,1,2012,5,9.7
415,3.565825156790359,3.504517168777693,3,2014,1,12.5
416,0.5891569005623903,8.472323199534305,0,2013,15,5.0
417,1.714143172025093,4.256204449323487,3,2010,10,7.3
418,18.773781959289273,1.9973600802030074,2,2013,2,37.5
419,1.6024941617278432,4.802013118465536,1,2009,10,7.7
420,2.27087121603153,3.741409257716496,6,2014,1,8.5
421,1.0936375681686001,5.207202973616621,1,2009,10,5.7
422,5.016570592882959,3.188794199068126,5,2012,21,16.0
423,10.520330754220202,3.561336571894239,4,2010,9,37.47
424,5.2168277536888015,2.242312424308862,2,2009,19,11.7
425,3.422279491799945,2.950387201568945,4,2010,15,10.1
426,3.876951546882687,1.8824371351076177,2,2010,7,7.3
427,0.09726395497384312,504.45761126951425,6,2010,17,49.57
428,0.7240951406553017,6.2060821369360495,6,2012,5,4.5
429,0.5204338393564141,7.671155375986046,2,2013,23,4.0
430,3.7533170584463833,5.060840548150882,5,2014,12,19.0
431,4.13885049561834,2.0532142426390725,6,2010,20,8.5
432,0.6952572918176088,7.181253336603903,6,2013,0,5.0
433,2.3045712719846834,2.8192578902167993,3,2010,7,6.5
434,1.3135581791415394,5.324983033136874,3,2014,21,7.0
435,1.5779749196009698,4.623252661824938,4,2009,23,7.3
436,6.144441005188224,2.815094959888909,6,2011,2,17.3
437,4.6888655751009995,2.5800313049994865,4,2010,18,12.1
438,2.112291107300044,4.779275304339795,4,2011,11,10.1
439,8.238326728107612,2.3666982319656977,2,2013,21,19.5
440,0.885665457677127,6.428580194082191,4,2012,1,5.7
441,3.8341329919278313,3.3636382433547563,6,2009,7,12.9
442,13.12250565067841,2.26311481021572,5,2009,2,29.7
443,1.7309400715206562,3.0601520728985507,2,2011,10,5.3
444,1.0125791809859863,5.42631508536879,4,2014,10,5.5
445,3.1809399052764062,2.5456169007366514,5,2011,1,8.1
446,1.9477408522623545,4.772312331423308,0,2012,12,9.3
447,0.8459764927908993,5.903351559999429,4,2013,21,5.0
448,1.2687659135334046,5.119053780481721,1,2013,17,6.5
449,1.3414709430292162,3.9479439220046166,5,2010,20,5.3
451,1.4588232891326043,3.767579296031085,5,2014,9,5.5
452,2.2895923323056895,4.802251297561753,5,2013,19,11.0
453,8.281032134464457,2.595981233945099,5,2013,0,21.5
454,0.92604591608269,5.932823719498932,6,2012,11,5.5
455,2.86880046589127,2.1255833192937796,2,2012,17,6.1
456,2.0441538459888444,4.889607703407242,6,2013,10,10.0
457,0.23956645135763113,48.63521049577496,2,2012,20,11.7
458,3.692351849835081,2.734643329595309,0,2011,13,10.1
459,2.0193965043999618,3.4151712225661535,5,2009,23,6.9
460,1.0099614279388553,7.418680666473077,3,2013,8,7.5
461,1.4917185101746704,5.694308700577025,3,2014,19,8.5
462,1.51978635774001,4.27410462154555,0,2011,19,6.5
463,3.6186879383790576,2.569282258117715,1,2011,6,9.3
464,4.915393538619769,2.745915251485339,3,2013,22,13.5
465,1.1679764088591194,4.277246283250342,2,2014,1,5.0
466,3.9509978615022536,3.669030325458776,0,2013,8,14.5
467,0.0,4900.0,0,2011,10,4.9
468,1.0237567701848143,4.781622471365853,3,2010,12,4.9
469,1.3942824554541593,4.085194347365797,2,2010,15,5.7
470,0.8182888341956682,4.516111834518595,3,2009,10,3.7
471,1.2266922540603835,3.991228244532849,4,2009,13,4.9
472,0.6486966346700421,6.310637582542265,6,2009,16,4.1
473,2.0517326775865308,4.627977185597046,4,2012,8,9.5
474,4.465562222562157,2.7985729017404384,1,2012,20,12.5
475,0.36798407759072044,11.11159057802962,1,2010,16,4.1
476,2.257552311699234,3.099330471001361,4,2013,21,7.0
477,1.2724626621587156,6.674714738468413,5,2013,12,8.5
478,1.5426496032860373,4.469926326098654,5,2011,15,6.9
479,2.7696182273659207,3.6453957821544622,1,2012,11,10.1
